,City,Date,PM2.5,PM10,NO2,CO,SO2,O3
50360,Aizawl,12/3/2022,9.0,15.0,0.0,1.0,1.0,1.0
50361,Aizawl,12/4/2022,8.0,18.0,0.0,2.0,1.0,1.0
50362,Aizawl,12/5/2022,12.0,20.0,0.0,2.0,1.0,1.0
50363,Aizawl,12/6/2022,9.0,21.0,0.0,2.0,1.0,1.0
50364,Aizawl,12/7/2022,8.0,15.0,0.0,1.0,1.0,1.0
50365,Aizawl,12/8/2022,16.0,19.0,0.0,1.0,1.0,4.0
50366,Aizawl,12/10/2022,13.0,23.0,0.0,1.0,1.0,4.0
50367,Aizawl,12/11/2022,26.0,38.0,0.0,2.0,1.0,3.0
50368,Aizawl,12/12/2022,39.0,51.0,0.0,3.0,1.0,1.0
50369,Talcher,12/24/2018,138.0,139.0,2.0,33.0,8.0,3.0
50370,Talcher,12/25/2018,165.0,189.0,2.0,31.0,7.0,3.0
50371,Talcher,12/26/2018,180.0,205.0,2.0,29.0,6.0,4.0
50372,Talcher,12/27/2018,181.0,202.0,2.0,27.0,5.0,2.0
50373,Talcher,12/28/2018,152.0,237.0,2.0,32.0,7.0,2.0
50374,Talcher,12/29/2018,168.0,171.0,2.0,28.0,8.0,2.0
50375,Talcher,1/1/2019,179.0,263.0,2.0,42.0,18.0,7.0
50376,Talcher,1/2/2019,219.0,282.0,2.0,38.0,16.0,7.0
50377,Talcher,1/3/2019,205.0,286.0,1.0,36.0,15.0,6.0
50378,Talcher,1/4/2019,210.0,248.0,1.0,36.0,16.0,5.0
50379,Talcher,1/5/2019,202.0,268.0,2.0,37.0,16.0,3.0
50380,Talcher,1/6/2019,210.0,289.0,2.0,37.0,16.0,3.0
50381,Talcher,1/7/2019,199.0,153.0,2.0,29.0,11.0,4.0
50382,Talcher,1/8/2019,168.0,173.0,2.0,31.0,10.0,3.0
50383,Talcher,1/9/2019,176.0,262.0,2.0,31.0,13.0,3.0
50384,Talcher,1/14/2019,193.0,274.0,1.0,20.0,10.0,2.0
50385,Talcher,1/15/2019,174.0,267.0,1.0,16.0,15.0,15.0
50386,Talcher,1/16/2019,185.0,223.0,2.0,15.0,20.0,24.0
50387,Talcher,2/5/2019,168.0,342.0,1.0,25.0,9.0,6.0
50388,Talcher,3/12/2019,63.0,292.0,5.0,27.0,13.0,17.0
50389,Talcher,3/18/2019,119.0,80.0,2.0,36.0,15.0,6.0
50390,Talcher,3/19/2019,144.0,103.0,3.0,18.0,16.0,16.0
50391,Talcher,3/20/2019,107.0,97.0,3.0,8.0,14.0,4.0
50392,Talcher,3/21/2019,97.0,112.0,2.0,8.0,14.0,7.0
50393,Talcher,3/22/2019,110.0,141.0,3.0,10.0,14.0,7.0
50394,Talcher,3/23/2019,118.0,237.0,3.0,10.0,15.0,5.0
50395,Talcher,3/24/2019,134.0,292.0,3.0,16.0,16.0,10.0
50396,Talcher,3/25/2019,158.0,158.0,3.0,8.0,14.0,6.0
50397,Talcher,3/26/2019,132.0,97.0,3.0,5.0,13.0,6.0
50398,Talcher,3/27/2019,84.0,121.0,3.0,6.0,13.0,7.0
50399,Talcher,3/28/2019,90.0,150.0,3.0,8.0,13.0,9.0
50400,Talcher,3/29/2019,107.0,198.0,2.0,11.0,13.0,10.0
50401,Talcher,4/4/2019,82.0,154.0,6.0,10.0,12.0,5.0
50402,Talcher,4/5/2019,121.0,88.0,6.0,8.0,12.0,4.0
50403,Talcher,4/6/2019,87.0,72.0,6.0,6.0,11.0,4.0
50404,Talcher,4/7/2019,65.0,66.0,6.0,6.0,11.0,3.0
50405,Talcher,4/8/2019,62.0,118.0,6.0,12.0,12.0,5.0
50406,Talcher,4/9/2019,116.0,101.0,6.0,13.0,13.0,3.0
50407,Talcher,4/10/2019,131.0,102.0,6.0,11.0,12.0,8.0
50408,Talcher,4/11/2019,112.0,141.0,6.0,15.0,12.0,9.0
50409,Talcher,4/12/2019,128.0,89.0,6.0,11.0,12.0,13.0
50410,Talcher,4/13/2019,95.0,79.0,6.0,12.0,12.0,3.0
50411,Talcher,4/14/2019,90.0,137.0,6.0,13.0,11.0,10.0
50412,Talcher,4/15/2019,124.0,163.0,7.0,15.0,12.0,13.0
50413,Talcher,4/16/2019,139.0,197.0,6.0,13.0,12.0,9.0
50414,Talcher,4/17/2019,132.0,92.0,4.0,10.0,17.0,8.0
50415,Talcher,4/18/2019,97.0,91.0,7.0,14.0,19.0,1.0
50416,Talcher,4/19/2019,121.0,89.0,8.0,14.0,13.0,5.0
50417,Talcher,4/20/2019,116.0,80.0,7.0,11.0,13.0,4.0
50418,Talcher,4/21/2019,83.0,91.0,7.0,15.0,12.0,9.0
50419,Talcher,4/22/2019,116.0,90.0,7.0,12.0,12.0,13.0
50420,Talcher,4/23/2019,105.0,63.0,8.0,9.0,11.0,5.0
50421,Talcher,4/24/2019,71.0,71.0,7.0,10.0,11.0,14.0
50422,Talcher,4/27/2019,99.0,172.0,7.0,16.0,12.0,4.0
50423,Talcher,4/28/2019,137.0,105.0,6.0,12.0,10.0,7.0
50424,Talcher,4/29/2019,107.0,65.0,7.0,10.0,10.0,3.0
50425,Talcher,4/30/2019,79.0,53.0,6.0,11.0,11.0,1.0
50426,Talcher,5/1/2019,68.0,52.0,5.0,10.0,10.0,1.0
50427,Talcher,5/2/2019,56.0,85.0,5.0,17.0,13.0,3.0
50428,Talcher,5/3/2019,79.0,59.0,5.0,15.0,12.0,2.0
50429,Talcher,5/4/2019,106.0,105.0,6.0,13.0,11.0,3.0
50430,Talcher,5/5/2019,101.0,109.0,6.0,14.0,11.0,3.0
50431,Talcher,5/6/2019,101.0,135.0,5.0,18.0,12.0,10.0
50432,Talcher,5/7/2019,129.0,136.0,5.0,18.0,12.0,9.0
50433,Talcher,5/8/2019,132.0,132.0,5.0,15.0,12.0,7.0
50434,Talcher,5/9/2019,110.0,130.0,5.0,16.0,12.0,7.0
50435,Talcher,5/10/2019,110.0,106.0,5.0,14.0,13.0,3.0
50436,Talcher,5/11/2019,101.0,92.0,5.0,16.0,12.0,3.0
50437,Talcher,5/12/2019,108.0,144.0,5.0,18.0,13.0,4.0
50438,Talcher,5/13/2019,110.0,87.0,5.0,13.0,11.0,3.0
50439,Talcher,5/14/2019,78.0,80.0,5.0,13.0,11.0,5.0
50440,Talcher,5/25/2019,24.0,81.0,5.0,5.0,10.0,3.0
50441,Talcher,5/26/2019,88.0,96.0,3.0,6.0,11.0,3.0
50442,Talcher,5/27/2019,89.0,92.0,5.0,7.0,11.0,8.0
50443,Talcher,5/28/2019,81.0,116.0,4.0,11.0,15.0,6.0
50444,Talcher,5/29/2019,113.0,84.0,5.0,8.0,15.0,5.0
50445,Talcher,5/30/2019,84.0,94.0,4.0,8.0,12.0,8.0
50446,Talcher,5/31/2019,99.0,93.0,5.0,16.0,13.0,14.0
50447,Talcher,6/1/2019,129.0,61.0,4.0,9.0,12.0,3.0
50448,Talcher,6/2/2019,65.0,86.0,4.0,8.0,11.0,2.0
50449,Talcher,6/3/2019,92.0,74.0,3.0,10.0,12.0,3.0
50450,Talcher,6/4/2019,76.0,79.0,4.0,7.0,11.0,5.0
50451,Talcher,6/7/2019,63.0,75.0,1.0,7.0,12.0,3.0
50452,Talcher,6/8/2019,93.0,83.0,1.0,9.0,11.0,6.0
50453,Talcher,6/9/2019,91.0,74.0,3.0,8.0,11.0,7.0
50454,Talcher,6/10/2019,87.0,100.0,3.0,9.0,11.0,6.0
50455,Talcher,6/11/2019,105.0,84.0,2.0,8.0,11.0,10.0
50456,Talcher,6/12/2019,79.0,68.0,1.0,12.0,12.0,9.0
50457,Talcher,6/13/2019,48.0,74.0,4.0,16.0,12.0,6.0
50458,Talcher,6/16/2019,52.0,71.0,3.0,10.0,12.0,1.0
50459,Talcher,6/17/2019,67.0,88.0,1.0,13.0,13.0,6.0
50460,Talcher,6/18/2019,77.0,109.0,2.0,14.0,12.0,3.0
50461,Talcher,6/23/2019,57.0,47.0,2.0,8.0,11.0,5.0
50462,Talcher,6/24/2019,51.0,60.0,2.0,8.0,12.0,1.0
50463,Talcher,6/25/2019,62.0,52.0,2.0,8.0,11.0,4.0
50464,Talcher,6/26/2019,54.0,67.0,2.0,9.0,11.0,3.0
50465,Talcher,6/27/2019,67.0,77.0,2.0,12.0,11.0,2.0
50466,Talcher,6/28/2019,92.0,89.0,3.0,16.0,12.0,2.0
50467,Talcher,7/2/2019,61.0,60.0,2.0,13.0,13.0,1.0
50468,Talcher,7/3/2019,66.0,34.0,2.0,13.0,13.0,1.0
50469,Talcher,7/11/2019,56.0,77.0,2.0,12.0,15.0,1.0
50470,Talcher,7/13/2019,81.0,78.0,1.0,14.0,17.0,2.0
50471,Talcher,7/14/2019,96.0,93.0,1.0,13.0,16.0,1.0
50472,Talcher,7/15/2019,87.0,126.0,1.0,14.0,16.0,3.0
50473,Talcher,7/20/2019,49.0,41.0,1.0,11.0,16.0,2.0
50474,Talcher,7/24/2019,66.0,57.0,3.0,14.0,17.0,2.0
50475,Talcher,8/1/2019,29.0,50.0,4.0,15.0,18.0,2.0
50476,Talcher,8/4/2019,33.0,43.0,5.0,15.0,18.0,1.0
50477,Talcher,8/5/2019,50.0,45.0,2.0,16.0,18.0,1.0
50478,Talcher,8/8/2019,49.0,53.0,3.0,14.0,21.0,1.0
50479,Talcher,8/9/2019,59.0,60.0,3.0,18.0,20.0,1.0
50480,Talcher,8/10/2019,64.0,70.0,3.0,17.0,20.0,1.0
50481,Talcher,8/11/2019,70.0,61.0,2.0,18.0,19.0,1.0
50482,Talcher,8/19/2019,47.0,45.0,3.0,16.0,19.0,2.0
50483,Talcher,8/20/2019,62.0,54.0,2.0,18.0,20.0,1.0
50484,Talcher,8/21/2019,74.0,70.0,2.0,19.0,19.0,5.0
50485,Talcher,8/22/2019,103.0,49.0,2.0,23.0,20.0,1.0
50486,Talcher,8/23/2019,102.0,63.0,2.0,24.0,20.0,3.0
50487,Talcher,8/24/2019,104.0,54.0,2.0,21.0,20.0,2.0
50488,Talcher,8/26/2019,61.0,72.0,3.0,23.0,21.0,1.0
50489,Talcher,8/28/2019,71.0,58.0,3.0,19.0,21.0,1.0
50490,Talcher,8/29/2019,76.0,62.0,2.0,14.0,23.0,4.0
50491,Talcher,9/5/2019,66.0,30.0,1.0,11.0,1.0,1.0
50492,Talcher,9/25/2019,1.0,19.0,4.0,8.0,2.0,5.0
50493,Talcher,10/10/2019,62.0,45.0,4.0,9.0,13.0,5.0
50494,Talcher,10/11/2019,77.0,49.0,3.0,16.0,13.0,8.0
50495,Talcher,10/12/2019,99.0,47.0,3.0,17.0,15.0,6.0
50496,Talcher,10/13/2019,94.0,43.0,3.0,15.0,15.0,6.0
50497,Talcher,10/14/2019,98.0,50.0,3.0,12.0,14.0,6.0
50498,Talcher,10/15/2019,95.0,51.0,3.0,13.0,14.0,5.0
50499,Talcher,10/16/2019,90.0,46.0,3.0,9.0,13.0,5.0
50500,Talcher,10/17/2019,72.0,45.0,4.0,8.0,12.0,6.0
50501,Talcher,10/18/2019,76.0,40.0,4.0,9.0,12.0,5.0
50502,Talcher,10/19/2019,98.0,45.0,4.0,9.0,13.0,5.0
50503,Talcher,10/20/2019,81.0,51.0,4.0,15.0,16.0,5.0
50504,Talcher,10/21/2019,103.0,45.0,4.0,11.0,17.0,5.0
50505,Talcher,10/22/2019,82.0,42.0,4.0,8.0,15.0,4.0
50506,Talcher,10/23/2019,68.0,45.0,3.0,7.0,13.0,4.0
50507,Talcher,10/24/2019,60.0,40.0,3.0,11.0,13.0,4.0
50508,Talcher,10/25/2019,64.0,50.0,1.0,15.0,14.0,4.0
50509,Talcher,10/26/2019,79.0,41.0,2.0,14.0,15.0,6.0
50510,Talcher,10/27/2019,81.0,61.0,2.0,12.0,14.0,4.0
50511,Talcher,10/28/2019,89.0,52.0,1.0,12.0,14.0,5.0
50512,Talcher,10/29/2019,90.0,59.0,1.0,15.0,15.0,6.0
50513,Talcher,10/30/2019,84.0,52.0,1.0,19.0,15.0,6.0
50514,Talcher,10/31/2019,85.0,49.0,1.0,24.0,16.0,6.0
50515,Talcher,11/1/2019,85.0,50.0,1.0,25.0,17.0,8.0
50516,Talcher,11/10/2019,72.0,115.0,2.0,14.0,17.0,5.0
50517,Talcher,11/11/2019,98.0,144.0,4.0,14.0,19.0,5.0
50518,Talcher,11/12/2019,127.0,128.0,4.0,16.0,19.0,5.0
50519,Talcher,11/13/2019,150.0,169.0,4.0,19.0,19.0,5.0
50520,Talcher,11/14/2019,157.0,159.0,3.0,19.0,19.0,5.0
50521,Talcher,11/15/2019,162.0,155.0,3.0,20.0,19.0,5.0
50522,Talcher,11/16/2019,157.0,156.0,3.0,17.0,19.0,4.0
50523,Talcher,11/17/2019,131.0,168.0,3.0,20.0,20.0,5.0
50524,Talcher,11/18/2019,174.0,110.0,4.0,17.0,19.0,5.0
50525,Talcher,11/19/2019,141.0,126.0,3.0,12.0,19.0,5.0
50526,Talcher,11/20/2019,127.0,161.0,3.0,16.0,19.0,5.0
50527,Talcher,11/21/2019,149.0,183.0,3.0,18.0,19.0,5.0
50528,Talcher,11/22/2019,165.0,155.0,3.0,22.0,19.0,5.0
50529,Talcher,11/28/2019,153.0,215.0,5.0,17.0,13.0,10.0
50530,Talcher,11/29/2019,202.0,231.0,12.0,12.0,18.0,15.0
50531,Talcher,11/30/2019,171.0,165.0,15.0,8.0,22.0,20.0
50532,Talcher,12/1/2019,160.0,166.0,18.0,8.0,18.0,23.0
50533,Talcher,12/2/2019,159.0,159.0,18.0,13.0,15.0,18.0
50534,Talcher,12/3/2019,169.0,132.0,9.0,6.0,13.0,21.0
50535,Talcher,12/4/2019,141.0,197.0,14.0,14.0,12.0,23.0
50536,Talcher,12/5/2019,144.0,197.0,14.0,23.0,13.0,18.0
50537,Talcher,12/6/2019,158.0,203.0,15.0,22.0,11.0,18.0
50538,Talcher,12/7/2019,163.0,171.0,14.0,23.0,10.0,4.0
50539,Talcher,12/8/2019,152.0,185.0,15.0,23.0,9.0,11.0
50540,Talcher,12/9/2019,161.0,154.0,15.0,21.0,8.0,9.0
50541,Talcher,12/10/2019,160.0,193.0,15.0,23.0,8.0,13.0
50542,Talcher,12/11/2019,167.0,160.0,15.0,22.0,7.0,7.0
50543,Talcher,12/12/2019,146.0,88.0,16.0,12.0,4.0,14.0
50544,Talcher,12/13/2019,110.0,131.0,16.0,16.0,4.0,13.0
50545,Talcher,12/14/2019,134.0,94.0,16.0,14.0,3.0,10.0
50546,Talcher,12/15/2019,118.0,118.0,16.0,16.0,2.0,21.0
50547,Talcher,12/16/2019,141.0,124.0,15.0,16.0,2.0,20.0
50548,Talcher,12/17/2019,143.0,132.0,15.0,19.0,1.0,10.0
50549,Talcher,12/18/2019,135.0,131.0,13.0,17.0,5.0,23.0
50550,Talcher,12/19/2019,140.0,211.0,14.0,16.0,13.0,24.0
50551,Talcher,12/20/2019,180.0,195.0,12.0,8.0,19.0,16.0
50552,Talcher,12/21/2019,262.0,171.0,14.0,4.0,13.0,25.0
50553,Talcher,12/22/2019,234.0,136.0,14.0,2.0,7.0,34.0
50554,Talcher,12/23/2019,218.0,185.0,14.0,7.0,8.0,17.0
50555,Talcher,12/24/2019,237.0,121.0,14.0,4.0,5.0,22.0
50556,Talcher,12/25/2019,193.0,162.0,13.0,1.0,4.0,13.0
50557,Talcher,12/27/2019,198.0,332.0,12.0,12.0,10.0,12.0
50558,Talcher,12/28/2019,188.0,249.0,11.0,22.0,16.0,17.0
50559,Talcher,1/2/2020,182.0,999.0,7.0,13.0,11.0,4.0
50560,Talcher,1/3/2020,134.0,77.0,7.0,12.0,12.0,6.0
50561,Talcher,1/4/2020,145.0,117.0,10.0,14.0,11.0,7.0
50562,Talcher,1/5/2020,160.0,161.0,10.0,16.0,10.0,15.0
50563,Talcher,1/6/2020,197.0,263.0,10.0,27.0,12.0,14.0
50564,Talcher,1/7/2020,279.0,136.0,9.0,14.0,11.0,13.0
50565,Talcher,1/10/2020,177.0,178.0,9.0,17.0,1.0,19.0
50566,Talcher,1/11/2020,194.0,205.0,9.0,18.0,1.0,22.0
50567,Talcher,1/12/2020,199.0,274.0,10.0,20.0,1.0,18.0
50568,Talcher,1/13/2020,236.0,245.0,11.0,17.0,3.0,6.0
50569,Talcher,1/14/2020,232.0,188.0,8.0,8.0,11.0,10.0
50570,Talcher,1/15/2020,227.0,154.0,4.0,11.0,9.0,16.0
50571,Talcher,1/16/2020,212.0,200.0,4.0,11.0,7.0,10.0
50572,Talcher,1/17/2020,209.0,180.0,4.0,12.0,7.0,4.0
50573,Talcher,1/18/2020,199.0,220.0,4.0,15.0,7.0,11.0
50574,Talcher,1/19/2020,216.0,144.0,4.0,11.0,6.0,12.0
50575,Talcher,1/20/2020,202.0,174.0,3.0,10.0,5.0,20.0
50576,Talcher,1/21/2020,188.0,219.0,3.0,11.0,5.0,19.0
50577,Talcher,1/22/2020,278.0,219.0,2.0,12.0,4.0,10.0
50578,Talcher,1/23/2020,248.0,332.0,2.0,12.0,4.0,11.0
50579,Talcher,1/24/2020,365.0,248.0,1.0,15.0,8.0,22.0
50580,Talcher,1/25/2020,370.0,251.0,2.0,16.0,13.0,28.0
50581,Talcher,1/26/2020,266.0,213.0,2.0,15.0,6.0,16.0
50582,Talcher,1/27/2020,238.0,114.0,2.0,8.0,5.0,17.0
50583,Talcher,1/28/2020,181.0,146.0,1.0,12.0,5.0,11.0
50584,Talcher,1/29/2020,194.0,110.0,1.0,13.0,5.0,14.0
50585,Talcher,1/30/2020,174.0,128.0,2.0,13.0,4.0,19.0
50586,Talcher,1/31/2020,188.0,112.0,2.0,2.0,5.0,15.0
50587,Talcher,2/1/2020,178.0,108.0,2.0,2.0,5.0,28.0
50588,Talcher,2/3/2020,154.0,86.0,2.0,14.0,5.0,25.0
50589,Talcher,2/4/2020,154.0,84.0,1.0,19.0,5.0,16.0
50590,Talcher,2/5/2020,146.0,95.0,2.0,19.0,4.0,5.0
50591,Talcher,2/9/2020,96.0,116.0,2.0,15.0,13.0,11.0
50592,Talcher,2/10/2020,174.0,151.0,2.0,18.0,16.0,26.0
50593,Talcher,2/11/2020,204.0,118.0,2.0,16.0,15.0,24.0
50594,Talcher,2/12/2020,178.0,146.0,3.0,15.0,13.0,20.0
50595,Talcher,2/13/2020,204.0,147.0,2.0,15.0,13.0,21.0
50596,Talcher,2/14/2020,204.0,131.0,2.0,15.0,13.0,21.0
50597,Talcher,2/15/2020,193.0,153.0,1.0,18.0,14.0,28.0
50598,Talcher,2/16/2020,208.0,170.0,1.0,17.0,14.0,23.0
50599,Talcher,2/17/2020,219.0,116.0,2.0,17.0,20.0,22.0
50600,Talcher,2/18/2020,176.0,104.0,1.0,18.0,25.0,13.0
50601,Talcher,2/19/2020,167.0,78.0,2.0,16.0,24.0,12.0
50602,Talcher,2/20/2020,137.0,49.0,1.0,8.0,17.0,19.0
50603,Talcher,2/21/2020,101.0,66.0,1.0,9.0,14.0,30.0
50604,Talcher,2/22/2020,126.0,81.0,1.0,14.0,14.0,27.0
50605,Talcher,2/23/2020,147.0,67.0,1.0,15.0,18.0,4.0
50606,Talcher,2/24/2020,134.0,34.0,1.0,10.0,17.0,8.0
50607,Talcher,2/25/2020,73.0,58.0,1.0,13.0,13.0,11.0
50608,Talcher,2/26/2020,105.0,79.0,1.0,19.0,16.0,15.0
50609,Talcher,2/27/2020,147.0,84.0,1.0,17.0,18.0,16.0
50610,Talcher,2/28/2020,148.0,81.0,1.0,17.0,20.0,22.0
50611,Talcher,2/29/2020,138.0,91.0,1.0,17.0,21.0,20.0
50612,Talcher,3/1/2020,156.0,95.0,1.0,18.0,23.0,16.0
50613,Talcher,3/2/2020,164.0,65.0,1.0,11.0,24.0,1.0
50614,Talcher,3/3/2020,127.0,49.0,1.0,12.0,26.0,2.0
50615,Talcher,3/4/2020,101.0,20.0,1.0,9.0,25.0,2.0
50616,Talcher,3/5/2020,49.0,23.0,1.0,9.0,23.0,2.0
50617,Talcher,3/6/2020,53.0,19.0,1.0,11.0,23.0,10.0
50618,Talcher,3/7/2020,46.0,35.0,1.0,15.0,22.0,15.0
50619,Talcher,3/8/2020,74.0,39.0,1.0,15.0,18.0,24.0
50620,Talcher,3/9/2020,81.0,39.0,1.0,12.0,17.0,25.0
50621,Talcher,3/10/2020,81.0,12.0,1.0,9.0,34.0,18.0
50622,Talcher,3/11/2020,30.0,26.0,2.0,11.0,33.0,9.0
50623,Talcher,3/12/2020,58.0,22.0,5.0,11.0,35.0,21.0
50624,Talcher,3/13/2020,49.0,20.0,5.0,10.0,28.0,11.0
50625,Talcher,3/18/2020,57.0,53.0,1.0,17.0,8.0,23.0
50626,Talcher,3/19/2020,137.0,81.0,1.0,30.0,11.0,28.0
50627,Talcher,3/20/2020,109.0,59.0,1.0,24.0,6.0,22.0
50628,Talcher,3/21/2020,113.0,39.0,1.0,16.0,1.0,30.0
50629,Talcher,3/22/2020,89.0,51.0,2.0,14.0,1.0,24.0
50630,Talcher,3/31/2020,127.0,61.0,1.0,17.0,1.0,32.0
50631,Talcher,4/24/2020,93.0,15.0,9.0,18.0,27.0,27.0
50632,Talcher,5/4/2020,49.0,45.0,7.0,16.0,9.0,24.0
50633,Talcher,5/5/2020,120.0,54.0,7.0,15.0,7.0,33.0
50634,Talcher,5/6/2020,122.0,54.0,7.0,13.0,6.0,29.0
50635,Talcher,5/7/2020,117.0,93.0,8.0,13.0,6.0,34.0
50636,Talcher,5/8/2020,119.0,63.0,7.0,19.0,7.0,63.0
50637,Talcher,5/9/2020,181.0,54.0,7.0,13.0,6.0,35.0
50638,Talcher,5/10/2020,140.0,100.0,8.0,16.0,7.0,50.0
50639,Talcher,5/11/2020,129.0,88.0,7.0,12.0,7.0,29.0
50640,Talcher,5/12/2020,112.0,71.0,8.0,11.0,7.0,33.0
50641,Talcher,5/13/2020,101.0,43.0,5.0,12.0,7.0,27.0
50642,Talcher,5/14/2020,108.0,36.0,6.0,12.0,7.0,41.0
50643,Talcher,5/15/2020,65.0,45.0,4.0,13.0,7.0,39.0
50644,Talcher,5/16/2020,82.0,64.0,3.0,24.0,8.0,7.0
50645,Talcher,6/23/2020,60.0,16.0,8.0,2.0,8.0,31.0
50646,Talcher,6/24/2020,48.0,13.0,10.0,3.0,8.0,20.0
50647,Talcher,6/25/2020,43.0,16.0,9.0,8.0,8.0,24.0
50648,Talcher,6/26/2020,49.0,22.0,9.0,10.0,8.0,24.0
50649,Talcher,6/28/2020,73.0,23.0,8.0,14.0,9.0,24.0
50650,Talcher,6/29/2020,67.0,21.0,11.0,11.0,6.0,17.0
50651,Talcher,6/30/2020,62.0,26.0,14.0,13.0,7.0,20.0
50652,Talcher,7/1/2020,72.0,17.0,8.0,8.0,7.0,20.0
50653,Talcher,7/2/2020,50.0,13.0,8.0,6.0,7.0,21.0
50654,Talcher,7/3/2020,43.0,10.0,8.0,7.0,7.0,17.0
50655,Talcher,7/4/2020,34.0,17.0,8.0,11.0,7.0,12.0
50656,Talcher,7/5/2020,54.0,11.0,8.0,8.0,7.0,18.0
50657,Talcher,7/6/2020,39.0,23.0,11.0,12.0,8.0,11.0
50658,Talcher,7/7/2020,66.0,19.0,9.0,9.0,8.0,14.0
50659,Talcher,7/8/2020,56.0,26.0,11.0,12.0,9.0,13.0
50660,Talcher,7/9/2020,71.0,36.0,11.0,11.0,10.0,13.0
50661,Talcher,7/10/2020,79.0,33.0,11.0,11.0,11.0,10.0
50662,Talcher,7/11/2020,72.0,37.0,9.0,12.0,12.0,14.0
50663,Talcher,7/12/2020,81.0,41.0,10.0,12.0,13.0,10.0
50664,Talcher,7/13/2020,87.0,28.0,8.0,11.0,13.0,17.0
50665,Talcher,7/14/2020,64.0,23.0,8.0,8.0,14.0,16.0
50666,Talcher,7/15/2020,52.0,23.0,8.0,7.0,14.0,20.0
50667,Talcher,7/16/2020,53.0,25.0,9.0,9.0,15.0,16.0
50668,Talcher,7/17/2020,59.0,27.0,9.0,8.0,15.0,18.0
50669,Talcher,7/18/2020,63.0,28.0,8.0,8.0,15.0,13.0
50670,Talcher,7/19/2020,57.0,29.0,10.0,10.0,16.0,14.0
50671,Talcher,7/20/2020,67.0,29.0,10.0,10.0,17.0,13.0
50672,Talcher,7/21/2020,63.0,37.0,12.0,14.0,13.0,15.0
50673,Talcher,7/22/2020,80.0,33.0,11.0,13.0,15.0,10.0
50674,Talcher,7/23/2020,71.0,44.0,14.0,13.0,17.0,10.0
50675,Talcher,7/24/2020,94.0,42.0,14.0,12.0,18.0,16.0
50676,Talcher,7/25/2020,91.0,37.0,12.0,11.0,20.0,19.0
50677,Talcher,7/26/2020,79.0,48.0,12.0,15.0,22.0,21.0
50678,Talcher,7/27/2020,103.0,51.0,10.0,13.0,24.0,27.0
50679,Talcher,7/28/2020,102.0,44.0,11.0,10.0,20.0,15.0
50680,Talcher,7/29/2020,76.0,66.0,11.0,10.0,7.0,20.0
50681,Talcher,7/30/2020,68.0,70.0,12.0,11.0,9.0,11.0
50682,Talcher,7/31/2020,76.0,79.0,11.0,13.0,10.0,23.0
50683,Talcher,8/1/2020,88.0,73.0,9.0,13.0,11.0,27.0
50684,Talcher,8/2/2020,81.0,63.0,9.0,15.0,13.0,16.0
50685,Talcher,8/3/2020,71.0,67.0,9.0,17.0,14.0,21.0
50686,Talcher,8/4/2020,83.0,59.0,10.0,16.0,15.0,15.0
50687,Talcher,8/5/2020,73.0,60.0,8.0,11.0,15.0,14.0
50688,Talcher,8/6/2020,69.0,69.0,9.0,14.0,15.0,13.0
50689,Talcher,8/7/2020,71.0,71.0,11.0,16.0,16.0,12.0
50690,Talcher,8/8/2020,75.0,70.0,10.0,16.0,17.0,18.0
50691,Talcher,8/9/2020,79.0,64.0,9.0,11.0,16.0,16.0
50692,Talcher,8/10/2020,66.0,68.0,9.0,15.0,15.0,14.0
50693,Talcher,8/11/2020,67.0,73.0,10.0,16.0,16.0,13.0
50694,Talcher,8/12/2020,75.0,68.0,9.0,15.0,16.0,14.0
50695,Talcher,8/13/2020,70.0,61.0,9.0,16.0,16.0,6.0
50696,Talcher,8/14/2020,68.0,58.0,8.0,13.0,16.0,10.0
50697,Talcher,8/15/2020,58.0,63.0,10.0,17.0,17.0,8.0
50698,Talcher,8/16/2020,67.0,64.0,10.0,18.0,17.0,11.0
50699,Talcher,8/17/2020,68.0,66.0,9.0,16.0,14.0,9.0
50700,Talcher,8/18/2020,69.0,62.0,9.0,20.0,7.0,15.0
50701,Talcher,8/19/2020,71.0,57.0,9.0,25.0,6.0,14.0
50702,Talcher,8/20/2020,61.0,62.0,10.0,28.0,8.0,13.0
50703,Talcher,8/21/2020,65.0,62.0,10.0,25.0,7.0,10.0
50704,Talcher,8/22/2020,67.0,66.0,12.0,28.0,10.0,9.0
50705,Talcher,8/23/2020,75.0,64.0,12.0,31.0,9.0,7.0
50706,Talcher,8/24/2020,76.0,63.0,11.0,24.0,8.0,12.0
50707,Talcher,8/25/2020,67.0,55.0,9.0,27.0,7.0,15.0
50708,Talcher,8/26/2020,56.0,57.0,9.0,30.0,7.0,10.0
50709,Talcher,8/27/2020,63.0,67.0,11.0,33.0,9.0,14.0
50710,Talcher,8/28/2020,68.0,63.0,11.0,29.0,10.0,16.0
50711,Talcher,8/29/2020,65.0,77.0,11.0,22.0,9.0,16.0
50712,Talcher,8/30/2020,75.0,73.0,10.0,25.0,7.0,15.0
50713,Talcher,8/31/2020,70.0,71.0,10.0,6.0,9.0,11.0
50714,Talcher,9/1/2020,67.0,67.0,11.0,2.0,9.0,20.0
50715,Talcher,9/2/2020,71.0,65.0,10.0,1.0,9.0,18.0
50716,Talcher,9/3/2020,65.0,76.0,12.0,2.0,13.0,20.0
